"Store No.","Name","Latitude","Longitude","Address","Street","City","State","Zip_Code","County","Phone","Open Hours","URL","Provider","Category","Updated Date","Country","Status","Direction URL"
"69153","Ray's One Stop","36.2625","-89.4783","211 S Headden Dr, Ridgely, TN, 38080","211 S Headden Dr","Ridgely","TN","38080","Lake","731-264-5551","","https://www.huntbrotherspizza.com/location-details/69153/","Hunt Brothers Pizza","Food Chains","2023-04-17","USA","Open","https://www.google.com/maps/dir/Current+Location/211+S+Headden+Dr,+Ridgely,+TN,+38080,+USA/"
"69156","Exxon Food Mart","35.488","-88.7172","4078 Us 45 S, Pinson, TN, 38366","4078 Us 45 S","Pinson","TN","38366","Madison","731-421-8443","","https://www.huntbrotherspizza.com/location-details/69156/","Hunt Brothers Pizza","Food Chains","2023-04-17","USA","Open","https://www.google.com/maps/dir/Current+Location/4078+Us+45+S,+Pinson,+TN,+38366,+USA/"
"68980","Big O Stop 2","35.1703","-88.5512","1470 East Poplar Ave, Selmer, TN, 38375","1470 East Poplar Ave","Selmer","TN","38375","McNairy","731-434-0233","","https://www.huntbrotherspizza.com/location-details/68980/","Hunt Brothers Pizza","Food Chains","2023-04-17","USA","Open","https://www.google.com/maps/dir/Current+Location/1470+East+Poplar+Ave,+Selmer,+TN,+38375,+USA/"
"69675","Bennington Mini Mart","35.0079","-89.8306","5144 Riverdale Rd, Memphis, TN, 38141","5144 Riverdale Rd","Memphis","TN","38141","Shelby","901-309-4012","","https://www.huntbrotherspizza.com/location-details/69675/","Hunt Brothers Pizza","Food Chains","2023-04-17","USA","Open","https://www.google.com/maps/dir/Current+Location/5144+Riverdale+Rd,+Memphis,+TN,+38141,+USA/"
"75378","Willow 76","35.832457","-86.379122","1607 Middle Tennessee Blvd, Murfreesboro, TN, 37130","1607 Middle Tennessee Blvd","Murfreesboro","TN","37130","Rutherford","615-896-7044","","https://www.huntbrotherspizza.com/location-details/75378/","Hunt Brothers Pizza","Food Chains","2023-04-17","USA","Open","https://www.google.com/maps/dir/Current+Location/1607+Middle+Tennessee+Blvd,+Murfreesboro,+TN,+37130,+USA/"
"86588","Mifflin Store (If798)","35.5516","-88.5792","9000 Tennessee200, Luray, TN, 38352","9000 Tennessee200","Luray","TN","38352","Chester","731-989-3777","","https://www.huntbrotherspizza.com/location-details/86588/","Hunt Brothers Pizza","Food Chains","2023-04-17","USA","Open","https://www.google.com/maps/dir/Current+Location/9000+Tennessee200,+Luray,+TN,+38352,+USA/"
"68982","Hwy 64 Food Mart","35.2341","-88.377","540 East Main St, Adamsville, TN, 38310","540 East Main St","Adamsville","TN","38310","McNairy","731-632-0997","","https://www.huntbrotherspizza.com/location-details/68982/","Hunt Brothers Pizza","Food Chains","2023-04-17","USA","Open","https://www.google.com/maps/dir/Current+Location/540+East+Main+St,+Adamsville,+TN,+38310,+USA/"
"54652","Hilltop Market","36.28","-87.1141","2330 Highway 49 W, Ashland City, TN, 37015","2330 Highway 49 W","Ashland City","TN","37015","Cheatham","615-792-8800","","https://www.huntbrotherspizza.com/location-details/54652/","Hunt Brothers Pizza","Food Chains","2023-04-17","USA","Open","https://www.google.com/maps/dir/Current+Location/2330+Highway+49+W,+Ashland+City,+TN,+37015,+USA/"
"54649","Luckey's Market","36.1263","-87.2272","2286 Highway 47 N, White Bluff, TN, 37187","2286 Highway 47 N","White Bluff","TN","37187","Dickson","615-797-4007","","https://www.huntbrotherspizza.com/location-details/54649/","Hunt Brothers Pizza","Food Chains","2023-04-17","USA","Open","https://www.google.com/maps/dir/Current+Location/2286+Highway+47+N,+White+Bluff,+TN,+37187,+USA/"
"69269","Marathon Market & Deli","35.6196","-86.0708","9287 Woodbury Highway, Manchester, TN, 37355","9287 Woodbury Highway","Manchester","TN","37355","Coffee","931-723-8996","","https://www.huntbrotherspizza.com/location-details/69269/","Hunt Brothers Pizza","Food Chains","2023-04-17","USA","Open","https://www.google.com/maps/dir/Current+Location/9287+Woodbury+Highway,+Manchester,+TN,+37355,+USA/"
"82600","Slab Market And Deli","35.945417","-83.049297","2600 E Us 25, Del Rio, TN, 37727","2600 E Us 25","Del Rio","TN","37727","Cocke","423-237-7084","","https://www.huntbrotherspizza.com/location-details/82600/","Hunt Brothers Pizza","Food Chains","2023-04-17","USA","Open","https://www.google.com/maps/dir/Current+Location/2600+E+Us+25,+Del+Rio,+TN,+37727,+USA/"
"79546","Lakeshore Market & Deli","36.221165","-83.467138","12176 Lakeshore Rd, Rutledge, TN, 37861","12176 Lakeshore Rd","Rutledge","TN","37861","Grainger","865-828-4125","","https://www.huntbrotherspizza.com/location-details/79546/","Hunt Brothers Pizza","Food Chains","2023-04-17","USA","Open","https://www.google.com/maps/dir/Current+Location/12176+Lakeshore+Rd,+Rutledge,+TN,+37861,+USA/"
"68985","Eastview Quick Stop","35.0783","-88.546","6704 Hwy 45 South, Ramer, TN, 38367","6704 Hwy 45 South","Ramer","TN","38367","McNairy","731-645-9073","","https://www.huntbrotherspizza.com/location-details/68985/","Hunt Brothers Pizza","Food Chains","2023-04-17","USA","Open","https://www.google.com/maps/dir/Current+Location/6704+Hwy+45+South,+Ramer,+TN,+38367,+USA/"
"71454","Browns Shop Rite","36.425934","-85.331711","2109 Celina Hwy, Livingston, TN, 38570","2109 Celina Hwy","Livingston","TN","38570","Overton","","","https://www.huntbrotherspizza.com/location-details/71454/","Hunt Brothers Pizza","Food Chains","2023-04-17","USA","Open","https://www.google.com/maps/dir/Current+Location/2109+Celina+Hwy,+Livingston,+TN,+38570,+USA/"
"70722","Pj's Food Mart","35.373957","-85.115208","14724 Dayton Pike, Sale Creek, TN, 37373","14724 Dayton Pike","Sale Creek","TN","37373","Hamilton","423-332-7059","","https://www.huntbrotherspizza.com/location-details/70722/","Hunt Brothers Pizza","Food Chains","2023-04-17","USA","Open","https://www.google.com/maps/dir/Current+Location/14724+Dayton+Pike,+Sale+Creek,+TN,+37373,+USA/"
"79549","Volmart General Store","36.156826","-82.614443","2957 Highway 107, Chuckey, TN, 37641","2957 Highway 107","Chuckey","TN","37641","Greene","423-257-2965","","https://www.huntbrotherspizza.com/location-details/79549/","Hunt Brothers Pizza","Food Chains","2023-04-17","USA","Open","https://www.google.com/maps/dir/Current+Location/2957+Highway+107,+Chuckey,+TN,+37641,+USA/"
"54723","Sudden Service #0004","36.3665","-87.0445","2000 Hwy 49 East, Pleasant View, TN, 37146","2000 Hwy 49 East","Pleasant View","TN","37146","Cheatham","615-746-5506","","https://www.huntbrotherspizza.com/location-details/54723/","Hunt Brothers Pizza","Food Chains","2023-04-17","USA","Open","https://www.google.com/maps/dir/Current+Location/2000+Hwy+49+East,+Pleasant+View,+TN,+37146,+USA/"
"65333","Neighbor Food Mart","35.6114","-88.7931","1430 E Chester Street, Jackson, TN, 38301","1430 E Chester Street","Jackson","TN","38301","Madison","731-300-0208","","https://www.huntbrotherspizza.com/location-details/65333/","Hunt Brothers Pizza","Food Chains","2023-04-17","USA","Open","https://www.google.com/maps/dir/Current+Location/1430+E+Chester+Street,+Jackson,+TN,+38301,+USA/"
"86679","Dexter Marathon","35.1716","-89.8143","7469 Dexter Rd, Cordova, TN, 38016","7469 Dexter Rd","Cordova","TN","38016","Shelby","901-380-4988","","https://www.huntbrotherspizza.com/location-details/86679/","Hunt Brothers Pizza","Food Chains","2023-04-17","USA","Open","https://www.google.com/maps/dir/Current+Location/7469+Dexter+Rd,+Cordova,+TN,+38016,+USA/"
"70601","Line Market","35.1704","-90.0173","1171 Chelsea Avenue, Memphis, TN, 38107","1171 Chelsea Avenue","Memphis","TN","38107","Shelby","901-725-1413","","https://www.huntbrotherspizza.com/location-details/70601/","Hunt Brothers Pizza","Food Chains","2023-04-17","USA","Open","https://www.google.com/maps/dir/Current+Location/1171+Chelsea+Avenue,+Memphis,+TN,+38107,+USA/"
"67850","Quick Check","35.077","-85.6254","400 Betsy Pack Drive, Jasper, TN, 37347","400 Betsy Pack Drive","Jasper","TN","37347","Marion","423-942-9956","","https://www.huntbrotherspizza.com/location-details/67850/","Hunt Brothers Pizza","Food Chains","2023-04-17","USA","Open","https://www.google.com/maps/dir/Current+Location/400+Betsy+Pack+Drive,+Jasper,+TN,+37347,+USA/"
"69281","D & D Market","35.8965","-85.8884","7166 Short Mountain Highway, Smithville, TN, 37166","7166 Short Mountain Highway","Smithville","TN","37166","DeKalb","615-597-7978","","https://www.huntbrotherspizza.com/location-details/69281/","Hunt Brothers Pizza","Food Chains","2023-04-17","USA","Open","https://www.google.com/maps/dir/Current+Location/7166+Short+Mountain+Highway,+Smithville,+TN,+37166,+USA/"
"67433","Top Stop Market","35.4943","-86.0712","1361 Mcminnville Highway, Manchester, TN, 37355","1361 Mcminnville Highway","Manchester","TN","37355","Coffee","931-728-2206","","https://www.huntbrotherspizza.com/location-details/67433/","Hunt Brothers Pizza","Food Chains","2023-04-17","USA","Open","https://www.google.com/maps/dir/Current+Location/1361+Mcminnville+Highway,+Manchester,+TN,+37355,+USA/"
"66848","Top Of The Hill Market","35.0567","-87.1576","12882 Minor Hill Hwy, Minor Hill, TN, 38473","12882 Minor Hill Hwy","Minor Hill","TN","38473","Giles","931-565-3585","","https://www.huntbrotherspizza.com/location-details/66848/","Hunt Brothers Pizza","Food Chains","2023-04-17","USA","Open","https://www.google.com/maps/dir/Current+Location/12882+Minor+Hill+Hwy,+Minor+Hill,+TN,+38473,+USA/"
"75607","Pea Ridge Market","36.60916","-85.42442","12356 Burnsville Hwy, Celina, TN, 38551","12356 Burnsville Hwy","Celina","TN","38551","Clay","931-243-2155","","https://www.huntbrotherspizza.com/location-details/75607/","Hunt Brothers Pizza","Food Chains","2023-04-17","USA","Open","https://www.google.com/maps/dir/Current+Location/12356+Burnsville+Hwy,+Celina,+TN,+38551,+USA/"
"819","Jimmy Johns Memphis","35.10928","-89.8891754","5181 Poplar Ave, Memphis, TN, 38117","5181 Poplar Ave","Memphis","TN","38117","Shelby","901-685-3040","sun:11:00-21:00|mon:11:00-21:00|tue:11:00-21:00|wed:11:00-21:00|thr:11:00-21:00|fri:11:00-21:00|sat:11:00-21:00","https://locations.jimmyjohns.com/tn/memphis/sandwiches-819.html","Jimmy Johns","Food Chains","2023-03-28","USA","Open","https://www.google.com/maps/dir/Current+Location/5181+Poplar+Ave,+Memphis,+TN,+38117,+USA/"
"328","Jack's","35.58001304","-89.64209049","930 Highway 51 N, Covington, TN, 38019","930 Highway 51 N","Covington","TN","38019","Tipton","1 901-475-8650","monday :- 05:00 : 22:00 | tuesday :- 05:00 : 22:00 | wednesday :- 05:00 : 22:00 | thursday :- 05:00 : 22:00 | friday :- 05:00 : 23:00 | saturday :- 05:00 : 23:00 | sunday :- 06:00 : 22:00","https://locations.eatatjacks.com/jacks-2ed4449d669b","Jack's Family Restaurants","Food Chains","2023-04-19","USA","Open","https://www.google.com/maps/dir/Current+Location/930+Highway+51+N,+Covington,+TN,+38019,+USA/"
"261","Jack's Lookout Valley","35.017803","-85.374675","3530 Cummings Highway, Chattanooga, TN, 37419","3530 Cummings Highway","Chattanooga","TN","37419","Hamilton","1 423-821-6888","monday :- 05:00 : 21:00 | tuesday :- 05:00 : 21:00 | wednesday :- 05:00 : 21:00 | thursday :- 05:00 : 21:00 | friday :- 05:00 : 21:00 | saturday :- 05:00 : 22:00 | sunday :- 05:00 : 22:00","https://locations.eatatjacks.com/jacks-c209afd26ba0","Jack's Family Restaurants","Food Chains","2023-04-19","USA","Open","https://www.google.com/maps/dir/Current+Location/3530+Cummings+Highway,+Chattanooga,+TN,+37419,+USA/"
"322","Jack's","35.0347605","-85.1786176","6411 Lee Hwy, Chattanooga, TN, 37421","6411 Lee Hwy","Chattanooga","TN","37421","Hamilton","1 423-498-6297","monday :- 05:00 : 22:00 | tuesday :- 05:00 : 22:00 | wednesday :- 05:00 : 22:00 | thursday :- 05:00 : 22:00 | friday :- 05:00 : 23:00 | saturday :- 05:00 : 23:00 | sunday :- 06:00 : 22:00","https://locations.eatatjacks.com/jacks-76161ae65d94","Jack's Family Restaurants","Food Chains","2023-04-19","USA","Open","https://www.google.com/maps/dir/Current+Location/6411+Lee+Hwy,+Chattanooga,+TN,+37421,+USA/"
"300","Jack's Jackson South Highland","35.5669286","-88.8142718","1648 S Highland Ave, Jackson, TN, 38301","1648 S Highland Ave","Jackson","TN","38301","Madison","1 731-513-5127","monday :- 05:00 : 22:00 | tuesday :- 05:00 : 22:00 | wednesday :- 05:00 : 22:00 | thursday :- 05:00 : 22:00 | friday :- 05:00 : 23:00 | saturday :- 05:00 : 23:00 | sunday :- 06:00 : 22:00","https://locations.eatatjacks.com/jacks-ddb8f86db994","Jack's Family Restaurants","Food Chains","2023-04-19","USA","Open","https://www.google.com/maps/dir/Current+Location/1648+S+Highland+Ave,+Jackson,+TN,+38301,+USA/"
"308","Jack's","35.14952583","-85.20623767","5933 Hixson Pike, Hixson, TN, 37343","5933 Hixson Pike","Hixson","TN","37343","Hamilton","1 423-498-6181","monday :- 05:00 : 22:00 | tuesday :- 05:00 : 22:00 | wednesday :- 05:00 : 22:00 | thursday :- 05:00 : 22:00 | friday :- 05:00 : 23:00 | saturday :- 05:00 : 23:00 | sunday :- 06:00 : 22:00","https://locations.eatatjacks.com/jacks-1bf409b07783","Jack's Family Restaurants","Food Chains","2023-04-19","USA","Open","https://www.google.com/maps/dir/Current+Location/5933+Hixson+Pike,+Hixson,+TN,+37343,+USA/"
"143","Jack's Henderson","35.441016","-88.629722","520 East Main Street, Henderson, TN, 38340","520 East Main Street","Henderson","TN","38340","Chester","1 731-989-5401","monday :- 05:00 : 22:00 | tuesday :- 05:00 : 22:00 | wednesday :- 05:00 : 22:00 | thursday :- 05:00 : 22:00 | friday :- 05:00 : 23:00 | saturday :- 05:00 : 23:00 | sunday :- 06:00 : 22:00","https://locations.eatatjacks.com/jacks-3ab76d4464a0","Jack's Family Restaurants","Food Chains","2023-04-19","USA","Open","https://www.google.com/maps/dir/Current+Location/520+East+Main+Street,+Henderson,+TN,+38340,+USA/"
"289","Jack's East Ridge","34.997149","-85.241153","4209 Ringgold Rd, Chattanooga, TN, 37412","4209 Ringgold Rd","Chattanooga","TN","37412","Hamilton","1 423-212-4911","monday :- 05:00 : 21:00 | tuesday :- 05:00 : 21:00 | wednesday :- 05:00 : 21:00 | thursday :- 05:00 : 21:00 | friday :- 05:00 : 21:00 | saturday :- 05:00 : 22:00 | sunday :- 05:00 : 22:00","https://locations.eatatjacks.com/jacks-cc384a2c8f28","Jack's Family Restaurants","Food Chains","2023-04-19","USA","Open","https://www.google.com/maps/dir/Current+Location/4209+Ringgold+Rd,+Chattanooga,+TN,+37412,+USA/"
"337","Jack's","35.3429953","-89.9073716","7954 Us Hwy 51 N, Millington, TN, 38053","7954 Us Hwy 51 N","Millington","TN","38053","Shelby","1 901-979-3887","monday :- 05:00 : 22:00 | tuesday :- 05:00 : 22:00 | wednesday :- 05:00 : 22:00 | thursday :- 05:00 : 22:00 | friday :- 05:00 : 23:00 | saturday :- 05:00 : 23:00 | sunday :- 06:00 : 22:00","https://locations.eatatjacks.com/jacks-d1c17a9bab1a","Jack's Family Restaurants","Food Chains","2023-04-19","USA","Open","https://www.google.com/maps/dir/Current+Location/7954+Us+Hwy+51+N,+Millington,+TN,+38053,+USA/"
"309","Jack's","35.9648899","-88.930796","2059 Hwy 45 Bypass S, Trenton, TN, 38382","2059 Hwy 45 Bypass S","Trenton","TN","38382","Gibson","1 731-438-9181","monday :- 05:00 : 22:00 | tuesday :- 05:00 : 22:00 | wednesday :- 05:00 : 22:00 | thursday :- 05:00 : 22:00 | friday :- 05:00 : 23:00 | saturday :- 05:00 : 23:00 | sunday :- 06:00 : 22:00","","Jack's Family Restaurants","Food Chains","2023-04-19","USA","Open","https://www.google.com/maps/dir/Current+Location/2059+Hwy+45+Bypass+S,+Trenton,+TN,+38382,+USA/"
"326","Jack's Dyersburg","36.057005","-89.382934","380 Highway 51 Byp W, Dyersburg, TN, 38024","380 Highway 51 Byp W","Dyersburg","TN","38024","Dyer","1 731-286-7883","monday :- 05:00 : 22:00 | tuesday :- 05:00 : 22:00 | wednesday :- 05:00 : 22:00 | thursday :- 05:00 : 22:00 | friday :- 05:00 : 23:00 | saturday :- 05:00 : 23:00 | sunday :- 06:00 : 22:00","https://locations.eatatjacks.com/jacks-now-open-b0b2b94395e7","Jack's Family Restaurants","Food Chains","2023-04-19","USA","Open","https://www.google.com/maps/dir/Current+Location/380+Highway+51+Byp+W,+Dyersburg,+TN,+38024,+USA/"
"209","Jack's Adamsville Tn","35.234286","-88.381075","431 E Main St, Adamsville, TN, 38310","431 E Main St","Adamsville","TN","38310","McNairy","1 731-613-9445","monday :- 05:00 : 22:00 | tuesday :- 05:00 : 22:00 | wednesday :- 05:00 : 22:00 | thursday :- 05:00 : 22:00 | friday :- 05:00 : 23:00 | saturday :- 05:00 : 23:00 | sunday :- 06:00 : 22:00","https://locations.eatatjacks.com/jacks-8dd7e3bb9072","Jack's Family Restaurants","Food Chains","2023-04-19","USA","Open","https://www.google.com/maps/dir/Current+Location/431+E+Main+St,+Adamsville,+TN,+38310,+USA/"
"288","Jack's Brownsville","35.5934422","-89.2565766","510 East Main Street, Brownsville, TN, 38012","510 East Main Street","Brownsville","TN","38012","Haywood","1 731-326-1596","monday :- 05:00 : 22:00 | tuesday :- 05:00 : 22:00 | wednesday :- 05:00 : 22:00 | thursday :- 05:00 : 22:00 | friday :- 05:00 : 23:00 | saturday :- 05:00 : 23:00 | sunday :- 06:00 : 22:00","https://locations.eatatjacks.com/jacks-9d4ee5e11b06","Jack's Family Restaurants","Food Chains","2023-04-19","USA","Open","https://www.google.com/maps/dir/Current+Location/510+East+Main+Street,+Brownsville,+TN,+38012,+USA/"
"263","Jack's Jackson Parkstone","35.674729","-88.780342","157 Parkstone Place, Jackson, TN, 38305","157 Parkstone Place","Jackson","TN","38305","Madison","1 731-256-7491","monday :- 05:00 : 22:00 | tuesday :- 05:00 : 22:00 | wednesday :- 05:00 : 22:00 | thursday :- 05:00 : 22:00 | friday :- 05:00 : 23:00 | saturday :- 05:00 : 23:00 | sunday :- 06:00 : 22:00","https://locations.eatatjacks.com/jacks-2ac26ca83369","Jack's Family Restaurants","Food Chains","2023-04-19","USA","Open","https://www.google.com/maps/dir/Current+Location/157+Parkstone+Place,+Jackson,+TN,+38305,+USA/"
"1172","Jimmy Johns Cordova","35.18799","-89.79332","2293 N Germantown Pkwy Ste 101, Cordova, TN, 38016","2293 N Germantown Pkwy Ste 101","Cordova","TN","38016","Shelby","901-371-8510","sun:11:00-21:00|mon:11:00-21:00|tue:11:00-21:00|wed:11:00-21:00|thr:11:00-21:00|fri:11:00-21:00|sat:11:00-21:00","https://locations.jimmyjohns.com/tn/cordova/sandwiches-1172.html","Jimmy Johns","Food Chains","2023-03-28","USA","Open","https://www.google.com/maps/dir/Current+Location/2293+N+Germantown+Pkwy+Ste+101,+Cordova,+TN,+38016,+USA/"
"2902","Jimmy Johns Knoxville","35.9333954","-84.0152359","6718 Papermill Dr, Knoxville, TN, 37919","6718 Papermill Dr","Knoxville","TN","37919","Knox","865-558-5808","sun:11:00-21:00|mon:11:00-21:00|tue:11:00-21:00|wed:11:00-21:00|thr:11:00-21:00|fri:11:00-21:00|sat:11:00-21:00","https://locations.jimmyjohns.com/tn/knoxville/sandwiches-2902.html","Jimmy Johns","Food Chains","2023-03-28","USA","Open","https://www.google.com/maps/dir/Current+Location/6718+Papermill+Dr,+Knoxville,+TN,+37919,+USA/"
"2232","Jimmy Johns Nashville","36.11958","-86.77569","810 Gale Ln Ste 100, Nashville, TN, 37204","810 Gale Ln Ste 100","Nashville","TN","37204","Davidson","615-712-8100","tue:11:00-22:00|wed:11:00-22:00|thr:11:00-22:00|fri:11:00-22:00|sat:11:00-22:00|sun:11:00-22:00|mon:11:00-22:00","https://locations.jimmyjohns.com/tn/nashville/sandwiches-2232.html","Jimmy Johns","Food Chains","2023-03-28","USA","Open","https://www.google.com/maps/dir/Current+Location/810+Gale+Ln+Ste+100,+Nashville,+TN,+37204,+USA/"
"3251","Jimmy Johns Nashville","36.1591377","-86.77453","207 3rd Ave S, Nashville, TN, 37201","207 3rd Ave S","Nashville","TN","37201","Davidson","615-782-8770","wed:10:30-21:00|thr:10:30-21:00|fri:10:30-21:00|sat:10:30-21:00|sun:10:30-19:00|mon:10:30-21:00|tue:10:30-21:00","https://locations.jimmyjohns.com/tn/nashville/sandwiches-3251.html","Jimmy Johns","Food Chains","2023-03-28","USA","Open","https://www.google.com/maps/dir/Current+Location/207+3rd+Ave+S,+Nashville,+TN,+37201,+USA/"
"3812","Jimmy Johns Smyrna","35.9720535","-86.494","812 Nissan Dr Ste 100, Smyrna, TN, 37167","812 Nissan Dr Ste 100","Smyrna","TN","37167","Rutherford","615-984-4456","mon:10:00-21:00|tue:10:00-21:00|wed:10:00-21:00|thr:10:00-21:00|fri:10:00-21:00|sat:10:00-21:00|sun:10:00-21:00","https://locations.jimmyjohns.com/tn/smyrna/sandwiches-3812.html","Jimmy Johns","Food Chains","2023-03-28","USA","Open","https://www.google.com/maps/dir/Current+Location/812+Nissan+Dr+Ste+100,+Smyrna,+TN,+37167,+USA/"
"4029","Jimmy Johns Antioch","36.0453148","-86.65674","504 Collins Park Dr, Antioch, TN, 37013","504 Collins Park Dr","Antioch","TN","37013","Davidson","615-712-6632","thr:11:00-21:00|fri:11:00-21:00|sat:11:00-21:00|sun:11:00-21:00|mon:11:00-21:00|tue:11:00-21:00|wed:11:00-21:00","https://locations.jimmyjohns.com/tn/antioch/sandwiches-4029.html","Jimmy Johns","Food Chains","2023-03-28","USA","Open","https://www.google.com/maps/dir/Current+Location/504+Collins+Park+Dr,+Antioch,+TN,+37013,+USA/"
"2904","Jimmy Johns Maryville","35.75282","-83.9971","829 Foothills Mall Dr, Maryville, TN, 37801","829 Foothills Mall Dr","Maryville","TN","37801","Blount","865-980-8051","fri:10:30-22:00|sat:10:30-22:00|sun:10:30-22:00|mon:10:30-22:00|tue:10:30-22:00|wed:10:30-22:00|thr:10:30-22:00","https://locations.jimmyjohns.com/tn/maryville/sandwiches-2904.html","Jimmy Johns","Food Chains","2023-03-28","USA","Open","https://www.google.com/maps/dir/Current+Location/829+Foothills+Mall+Dr,+Maryville,+TN,+37801,+USA/"
"1989","Jimmy Johns Kingsport","36.5419159","-82.51934","1825 N Eastman Rd Ste 7, Kingsport, TN, 37664","1825 N Eastman Rd Ste 7","Kingsport","TN","37664","Sullivan","423-378-5646","fri:11:00-21:00|sat:11:00-21:00|sun:11:00-21:00|mon:11:00-21:00|tue:11:00-21:00|wed:11:00-21:00|thr:11:00-21:00","https://locations.jimmyjohns.com/tn/kingsport/sandwiches-1989.html","Jimmy Johns","Food Chains","2023-03-28","USA","Open","https://www.google.com/maps/dir/Current+Location/1825+N+Eastman+Rd+Ste+7,+Kingsport,+TN,+37664,+USA/"
"2547","Jimmy Johns Clarksville","36.5779381","-87.41094","100 Quin Ln Ste H, Clarksville, TN, 37042","100 Quin Ln Ste H","Clarksville","TN","37042","Montgomery","931-553-2148","wed:10:00-22:00|thr:10:00-22:00|fri:10:00-22:00|sat:10:00-22:00|sun:10:00-22:00|mon:10:00-22:00|tue:10:00-22:00","https://locations.jimmyjohns.com/tn/clarksville/sandwiches-2547.html","Jimmy Johns","Food Chains","2023-03-28","USA","Open","https://www.google.com/maps/dir/Current+Location/100+Quin+Ln+Ste+H,+Clarksville,+TN,+37042,+USA/"
"3700","Jimmy Johns Lebanon","36.21602","-86.33312","109 Signature Place, Lebanon, TN, 37087","109 Signature Place","Lebanon","TN","37087","Wilson","615-784-4700","sun:11:00-21:00|mon:11:00-21:00|tue:11:00-21:00|wed:11:00-21:00|thr:11:00-21:00|fri:11:00-21:00|sat:11:00-21:00","https://locations.jimmyjohns.com/tn/lebanon/sandwiches-3700.html","Jimmy Johns","Food Chains","2023-03-28","USA","Open","https://www.google.com/maps/dir/Current+Location/109+Signature+Place,+Lebanon,+TN,+37087,+USA/"
"1801","Jimmy Johns Nashville","36.1637878","-86.78008","424 Church St Ste 102-104, Nashville, TN, 37219","424 Church St Ste 102-104","Nashville","TN","37219","Davidson","615-401-6015","sun:11:00-16:00|mon:11:00-19:00|tue:11:00-19:00|wed:11:00-19:00|thr:11:00-19:00|fri:11:00-19:00|sat:11:00-19:00","https://locations.jimmyjohns.com/tn/nashville/sandwiches-1801.html","Jimmy Johns","Food Chains","2023-03-28","USA","Open","https://www.google.com/maps/dir/Current+Location/424+Church+St+Ste+102-104,+Nashville,+TN,+37219,+USA/"
"335","Jimmy Johns Farragut","35.8933","-84.1419","10812 Kingston Pike, Farragut, TN, 37934","10812 Kingston Pike","Farragut","TN","37934","Knox","865-675-1212","sun:10:30-22:00|mon:10:30-22:00|tue:10:30-22:00|wed:10:30-22:00|thr:10:30-22:00|fri:10:30-22:00|sat:10:30-22:00","https://locations.jimmyjohns.com/tn/knoxville/sandwiches-335.html","Jimmy Johns","Food Chains","2023-03-28","USA","Open","https://www.google.com/maps/dir/Current+Location/10812+Kingston+Pike,+Farragut,+TN,+37934,+USA/"
"3406","Jimmy Johns Nashville","36.15152","-86.66602","457 Donelson Pike Ste 103, Nashville, TN, 37214","457 Donelson Pike Ste 103","Nashville","TN","37214","Davidson","615-988-2680","wed:10:30-21:00|thr:10:30-21:00|fri:10:30-21:00|sat:10:30-21:00|sun:10:30-21:00|mon:10:30-21:00|tue:10:30-21:00","https://locations.jimmyjohns.com/tn/nashville/sandwiches-3406.html","Jimmy Johns","Food Chains","2023-03-28","USA","Open","https://www.google.com/maps/dir/Current+Location/457+Donelson+Pike+Ste+103,+Nashville,+TN,+37214,+USA/"
"790","Jimmy Johns Franklin","35.94496","-86.82142","600 Frazier Dr, Franklin, TN, 37067","600 Frazier Dr","Franklin","TN","37067","Williamson","615-435-8055","sun:10:00-21:00|mon:10:00-21:00|tue:10:00-21:00|wed:10:00-21:00|thr:10:00-21:00|fri:10:00-21:00|sat:10:00-21:00","https://locations.jimmyjohns.com/tn/franklin/sandwiches-790.html","Jimmy Johns","Food Chains","2023-03-28","USA","Open","https://www.google.com/maps/dir/Current+Location/600+Frazier+Dr,+Franklin,+TN,+37067,+USA/"
"3530","Jimmy Johns Nashville","36.0395164","-86.74237","15563 Old Hickory Blvd, Nashville, TN, 37211","15563 Old Hickory Blvd","Nashville","TN","37211","Davidson","615-445-4570","fri:10:30-21:00|sat:10:30-21:00|sun:10:30-21:00|mon:10:30-21:00|tue:10:30-21:00|wed:10:30-21:00|thr:10:30-21:00","https://locations.jimmyjohns.com/tn/nashville/sandwiches-3530.html","Jimmy Johns","Food Chains","2023-03-28","USA","Open","https://www.google.com/maps/dir/Current+Location/15563+Old+Hickory+Blvd,+Nashville,+TN,+37211,+USA/"
"4032","Jimmy Johns Memphis","35.1432571","-90.05407","83 Union Avenue, Memphis, TN, 38103","83 Union Avenue","Memphis","TN","38103","Shelby","901-878-3002","sun:10:30-20:00|mon:10:30-20:00|tue:10:30-20:00|wed:10:30-20:00|thr:10:30-20:00|fri:10:30-20:00|sat:10:30-20:00","https://locations.jimmyjohns.com/tn/memphis/sandwiches-4032.html","Jimmy Johns","Food Chains","2023-03-28","USA","Open","https://www.google.com/maps/dir/Current+Location/83+Union+Avenue,+Memphis,+TN,+38103,+USA/"
