Store No.,Name,Latitude,Longitude,Address,Street,City,State,Zip_Code,County,Provider,Category,Population,Fast Food Density, Adults with Obesity
3808,Franklin-Hwy 96,35.925341,-86.874179,"106 Hwy 96 W, Franklin, TN, 37064",106 Hwy 96 W,Franklin,TN,37064,Williamson,McDonalds,Food Chains,255735.0,0.0009345611668328544,22.5
7755,Clinton #1,36.093971,-84.137192,"357 Charles Seivers Blvd, Clinton, TN, 37716",357 Charles Seivers Blvd,Clinton,TN,37716,Anderson,McDonalds,Food Chains,77576.0,0.0009023409301845932,33.5
15662,Memphis-Getwell,35.020224,-89.935656,"3845 E Shelby Dr, Memphis, TN, 38118",3845 E Shelby Dr,Memphis,TN,38118,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967,34.9
1423,Nash-Murf Rd,36.142965,-86.743719,"524 Murfreesboro Rd, Nashville, TN, 37210",524 Murfreesboro Rd,Nashville,TN,37210,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313,29.2
31776,Sto II- Kingspor,36.505028,-82.553954,"1331 John B Dennis Highway, Kingsport, TN, 37660",1331 John B Dennis Highway,Kingsport,TN,37660,Sullivan,McDonalds,Food Chains,159265.0,0.0009606630458669514,33.3
12644,Mt Juliet/Bp Oil,36.173358,-86.513918,"126 N Mount Juliet Rd, Mount Juliet, TN, 37122",126 N Mount Juliet Rd,Mount Juliet,TN,37122,Wilson,McDonalds,Food Chains,151917.0,0.0008754780570969674,33.7
14957,Emory Rd-Powell,36.050083,-83.998971,"409 Emory Rd, Knoxville, TN, 37938",409 Emory Rd,Knoxville,TN,37938,Knox,McDonalds,Food Chains,486677.0,0.0008321741113716079,29.1
36566,"Spring Hill, Tn",35.73721,-86.892989,"3833 Old Port Royal Rd N, Spring Hill, TN, 37174",3833 Old Port Royal Rd N,Spring Hill,TN,37174,Williamson,McDonalds,Food Chains,255735.0,0.0009345611668328544,22.5
11786,Lebanon/W.Main,36.216338,-86.331644,"1420 W Main St, Lebanon, TN, 37087",1420 W Main St,Lebanon,TN,37087,Wilson,McDonalds,Food Chains,151917.0,0.0008754780570969674,33.7
23148,Nash-Nippers,36.040893,-86.745035,"410 Old Hickory Blvd, Nashville, TN, 37211",410 Old Hickory Blvd,Nashville,TN,37211,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313,29.2
23381,Chatt-Lakesite,35.20111,-85.158681,"8601 Hixson Pike, Hixson, TN, 37343",8601 Hixson Pike,Hixson,TN,37343,Hamilton,McDonalds,Food Chains,369135.0,0.00093732645238192,31.2
2356,Goodletvl-Two,36.300169,-86.700042,"906 Two Mile Pky, Goodlettsville, TN, 37072",906 Two Mile Pky,Goodlettsville,TN,37072,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313,29.2
3201,W. Market Street,36.312794,-82.384407,"1710 W Market St, Johnson City, TN, 37601",1710 W Market St,Johnson City,TN,37601,Washington,McDonalds,Food Chains,134236.0,0.0009386453708394171,33.9
11662,Chatt-Hwy 153,35.13879,-85.247152,"5440 Hwy 153, Hixson, TN, 37343",5440 Hwy 153,Hixson,TN,37343,Hamilton,McDonalds,Food Chains,369135.0,0.00093732645238192,31.2
30270,I-24 Love's,35.724352,-86.319229,"6137 Epps MIll Rd, Christiana, TN, 37037",6137 Epps MIll Rd,Christiana,TN,37037,Rutherford,McDonalds,Food Chains,352182.0,0.0008319562044624654,33.3
33912,Collierville Rel,35.046564,-89.690743,"852 W Poplar Ave, Collierville, TN, 38017",852 W Poplar Ave,Collierville,TN,38017,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967,34.9
5555,Kngsprt-Alandale,36.552468,-82.624952,"4300 W Stone Dr, Kingsport, TN, 37660",4300 W Stone Dr,Kingsport,TN,37660,Sullivan,McDonalds,Food Chains,159265.0,0.0009606630458669514,33.3
27297,"Jonesborough, Tn",36.300734,-82.467166,"506 Boones Creek Rd, Jonesborough, TN, 37659",506 Boones Creek Rd,Jonesborough,TN,37659,Washington,McDonalds,Food Chains,134236.0,0.0009386453708394171,33.9
11943,Sycamore View,35.169445,-89.864897,"1610 Sycamore View, Memphis, TN, 38134",1610 Sycamore View,Memphis,TN,38134,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967,34.9
11284,Knoxvile/Clinton,36.006643,-84.024559,"6715 Clinton Hwy, Powell, TN, 37849",6715 Clinton Hwy,Powell,TN,37849,Knox,McDonalds,Food Chains,486677.0,0.0008321741113716079,29.1
3342,Chattanooga-58,35.084749,-85.19346,"4608 Hwy 58, Chattanooga, TN, 37416",4608 Hwy 58,Chattanooga,TN,37416,Hamilton,McDonalds,Food Chains,369135.0,0.00093732645238192,31.2
1281,Chatta-Hixson,35.115276,-85.254478,"4123 Hixson Pike, Chattanooga, TN, 37415",4123 Hixson Pike,Chattanooga,TN,37415,Hamilton,McDonalds,Food Chains,369135.0,0.00093732645238192,31.2
5724,Memphis-N Thomas,35.21154,-90.032672,"3149 N Thomas St, Memphis, TN, 38127",3149 N Thomas St,Memphis,TN,38127,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967,34.9
27733,M'boro-Rutherfrd,35.811719,-86.368039,"1716 S Rutherford Blvd, Murfreesboro, TN, 37130",1716 S Rutherford Blvd,Murfreesboro,TN,37130,Rutherford,McDonalds,Food Chains,352182.0,0.0008319562044624654,33.3
7509,Memphis-Elmore,35.185351,-89.895877,"2200 Covington Pike, Memphis, TN, 38128",2200 Covington Pike,Memphis,TN,38128,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967,34.9
27062,Gallatin -Vol St,36.359509,-86.498114,"990 Greensboro Dr, Gallatin, TN, 37066",990 Greensboro Dr,Gallatin,TN,37066,Sumner,McDonalds,Food Chains,200557.0,0.0007080281416255728,27.2
5715,Jackson/State,35.563458,-88.814752,"1705 S Highland, Jackson, TN, 38301",1705 S Highland,Jackson,TN,38301,Madison,McDonalds,Food Chains,98775.0,0.0012655024044545685,40.2
21377,Smyrna-Almaville,35.933424,-86.532749,"1855 Almaville Rd, Smyrna, TN, 37167",1855 Almaville Rd,Smyrna,TN,37167,Rutherford,McDonalds,Food Chains,352182.0,0.0008319562044624654,33.3
32838,Piney Flats Tn,36.425601,-82.316175,"5955 Highway 11 E, Piney Flats, TN, 37686",5955 Highway 11 E,Piney Flats,TN,37686,Sullivan,McDonalds,Food Chains,159265.0,0.0009606630458669514,33.3
35166,Frayser Relo,35.220827,-89.97417,"2681 Frayser Blvd, Memphis, TN, 38127",2681 Frayser Blvd,Memphis,TN,38127,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967,34.9
2495,Knoxvle-Cumber,35.955964,-83.933319,"1720 W Cumberland Ave, Knoxville, TN, 37912",1720 W Cumberland Ave,Knoxville,TN,37912,Knox,McDonalds,Food Chains,486677.0,0.0008321741113716079,29.1
34970,64 & Canada,35.206307,-89.731713,"9940 Us Highway 64, Arlington, TN, 38002",9940 Us Highway 64,Arlington,TN,38002,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967,34.9
31702,"Karns, Tn",35.990007,-84.075797,"7134 Oak Ridge Highway, Knoxville, TN, 37931",7134 Oak Ridge Highway,Knoxville,TN,37931,Knox,McDonalds,Food Chains,486677.0,0.0008321741113716079,29.1
5284,Memphis-Summer,35.149388,-89.920304,"4210 Summer Ave, Memphis, TN, 38122",4210 Summer Ave,Memphis,TN,38122,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967,34.9
288,Knoxvl-N Brdwy,36.000893,-83.925265,"3120 N Broadway, Knoxville, TN, 37917",3120 N Broadway,Knoxville,TN,37917,Knox,McDonalds,Food Chains,486677.0,0.0008321741113716079,29.1
11149,Knoxvle-Kingston,35.910057,-84.099882,"9501 Kingston Pike, Knoxville, TN, 37923",9501 Kingston Pike,Knoxville,TN,37923,Knox,McDonalds,Food Chains,486677.0,0.0008321741113716079,29.1
14749,Sevierville #3,35.865085,-83.545666,"904 Dolly Parton Pky, Sevierville, TN, 37862",904 Dolly Parton Pky,Sevierville,TN,37862,Sevier,McDonalds,Food Chains,99517.0,0.0014871830943456897,44.0
36839,Wincheste Relo,35.048562,-89.826692,"7101 Winchester Road, Memphis, TN, 38125",7101 Winchester Road,Memphis,TN,38125,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967,34.9
26871,"Spring Hill, Tn",35.77677,-86.914705,"4908 Columbia Hwy, Spring Hill, TN, 37174",4908 Columbia Hwy,Spring Hill,TN,37174,Williamson,McDonalds,Food Chains,255735.0,0.0009345611668328544,22.5
4066,Gallatin-W Main,36.385619,-86.45516,"402 W Main St, Gallatin, TN, 37066",402 W Main St,Gallatin,TN,37066,Sumner,McDonalds,Food Chains,200557.0,0.0007080281416255728,27.2
30226,Bell,36.060934,-86.629187,"3035 Hamilton Church Rd (Walmart 5058), Antioch, TN, 37013",3035 Hamilton Church Rd (Walmart 5058),Antioch,TN,37013,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313,29.2
13617,Chatt/Gunbarrel,35.031686,-85.155316,"2017 Gunbarrel Rd, Chattanooga, TN, 37421",2017 Gunbarrel Rd,Chattanooga,TN,37421,Hamilton,McDonalds,Food Chains,369135.0,0.00093732645238192,31.2
7324,Memphis-Poplar,35.143467,-90.014186,"1389 Poplar Avenue, Memphis, TN, 38104",1389 Poplar Avenue,Memphis,TN,38104,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967,34.9
35027,Lamar & Airways,35.105232,-89.984598,"1472 S Trezevant Street, Memphis, TN, 38114",1472 S Trezevant Street,Memphis,TN,38114,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967,34.9
7366,Greeneville II,36.170472,-82.819276,"107 Austin St, Greeneville, TN, 37745",107 Austin St,Greeneville,TN,37745,Greene,McDonalds,Food Chains,70621.0,0.0007363248891972642,37.6
565,Clrksvl-2nd,36.539805,-87.365181,"792 N 2nd St, Clarksville, TN, 37040",792 N 2nd St,Clarksville,TN,37040,Montgomery,McDonalds,Food Chains,227900.0,0.0007591048705572619,36.2
35933,"Columbia, Tn I-6",35.643677,-86.897777,"1563 Bear Creek Pike, Columbia, TN, 38401",1563 Bear Creek Pike,Columbia,TN,38401,Maury,McDonalds,Food Chains,104760.0,0.0005536464299350897,31.9
2776,Memphis-Summer,35.151328,-89.891472,"5084 Summer Ave, Memphis, TN, 38122",5084 Summer Ave,Memphis,TN,38122,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967,34.9
34255,Whitten@Raleigh,35.17889,-89.836807,"1959 Whitten Road, Memphis, TN, 38133",1959 Whitten Road,Memphis,TN,38133,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967,34.9
36720,"Pigeon Forge,Tn",35.798629,-83.588387,"540 Wears Valley Road, Pigeon Forge, TN, 37863",540 Wears Valley Road,Pigeon Forge,TN,37863,Sevier,McDonalds,Food Chains,99517.0,0.0014871830943456897,44.0
16090,Soddy Daisy,35.25335,-85.182283,"104 Sequoyah Access Rd, Soddy Daisy, TN, 37379",104 Sequoyah Access Rd,Soddy Daisy,TN,37379,Hamilton,McDonalds,Food Chains,369135.0,0.00093732645238192,31.2
3634,Alcoa/Midland,35.764842,-83.980414,"211 Calderwood St, Alcoa, TN, 37701",211 Calderwood St,Alcoa,TN,37701,Blount,McDonalds,Food Chains,137605.0,0.0006976490679844482,35.9
3749,Chatt -Dayton,35.089798,-85.312555,"2003 Dayton Blvd, Chattanooga, TN, 37415",2003 Dayton Blvd,Chattanooga,TN,37415,Hamilton,McDonalds,Food Chains,369135.0,0.00093732645238192,31.2
31433,Bellvue Hwy. 100,36.045543,-86.953624,"8050 Highway 100, Nashville, TN, 37221",8050 Highway 100,Nashville,TN,37221,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313,29.2
407,Kingsport-Ft Hen,36.525304,-82.520807,"2330 Fort Henry Dr, Kingsport, TN, 37664",2330 Fort Henry Dr,Kingsport,TN,37664,Sullivan,McDonalds,Food Chains,159265.0,0.0009606630458669514,33.3
36375,"Clarksville, Tn",36.627779,-87.432944,"2961 Ft Campbell Blvd, Clarksville, TN, 37042",2961 Ft Campbell Blvd,Clarksville,TN,37042,Montgomery,McDonalds,Food Chains,227900.0,0.0007591048705572619,36.2
32319,Knoxville Tn (MI,35.944496,-84.069428,"8451 Middlebrook Pike, Knoxville, TN, 37919",8451 Middlebrook Pike,Knoxville,TN,37919,Knox,McDonalds,Food Chains,486677.0,0.0008321741113716079,29.1
2994,Nashvl-Murf Rd,36.121714,-86.705319,"1173 Murfreesboro Rd, Nashville, TN, 37217",1173 Murfreesboro Rd,Nashville,TN,37217,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313,29.2
28072,Goose Creek,35.860726,-86.840261,"1003 Village Plains Blvd, Franklin, TN, 37064",1003 Village Plains Blvd,Franklin,TN,37064,Williamson,McDonalds,Food Chains,255735.0,0.0009345611668328544,22.5
7550,Lake City-Main,36.231377,-84.158517,"624 N Main St, Rocky Top, TN, 37769",624 N Main St,Rocky Top,TN,37769,Anderson,McDonalds,Food Chains,77576.0,0.0009023409301845932,33.5
1738,Bristol-Voluntr,36.573059,-82.193573,"1102 Volunteer Pky, Bristol, TN, 37620",1102 Volunteer Pky,Bristol,TN,37620,Sullivan,McDonalds,Food Chains,159265.0,0.0009606630458669514,33.3
3041,Memphis-Union,35.134062,-89.992695,"2073 Union Ave, Memphis, TN, 38104",2073 Union Ave,Memphis,TN,38104,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967,34.9
4313,Hendrsnvl-W Main,36.30261,-86.627775,"393 W Main St, Hendersonville, TN, 37075",393 W Main St,Hendersonville,TN,37075,Sumner,McDonalds,Food Chains,200557.0,0.0007080281416255728,27.2
392,Knoxvl-Chap Hwy,35.950546,-83.914622,"2505 Chapman Hwy, Knoxville, TN, 37912",2505 Chapman Hwy,Knoxville,TN,37912,Knox,McDonalds,Food Chains,486677.0,0.0008321741113716079,29.1
32819,Jackson I-40 Eas,35.674037,-88.781869,"20 Chloe Place, Jackson, TN, 38305",20 Chloe Place,Jackson,TN,38305,Madison,McDonalds,Food Chains,98775.0,0.0012655024044545685,40.2
10598,Nash-S. Plaza,36.046573,-86.712866,"5744 Nolensville Rd, Nashville, TN, 37211",5744 Nolensville Rd,Nashville,TN,37211,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313,29.2
3114,Nashvil-Mcgavock,36.170671,-86.680055,"154 Mcgavock Pike, Nashville, TN, 37214",154 Mcgavock Pike,Nashville,TN,37214,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313,29.2
1083,Memphis-Poplar,35.107605,-89.88591,"5263 Poplar Dr, Memphis, TN, 38119",5263 Poplar Dr,Memphis,TN,38119,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967,34.9
27396,Whitehaven,35.037385,-90.024728,"4096 Elvis Presley Blvd, Memphis, TN, 38116",4096 Elvis Presley Blvd,Memphis,TN,38116,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967,34.9
6112,Nashvl-Charlotte,36.152409,-86.844063,"4700 Charlotte Ave, Nashville, TN, 37209",4700 Charlotte Ave,Nashville,TN,37209,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313,29.2
33609,Knoxville Tn (Ha,35.947176,-84.159432,"10708 Hardin Valley Rd, Knoxville, TN, 37920",10708 Hardin Valley Rd,Knoxville,TN,37920,Knox,McDonalds,Food Chains,486677.0,0.0008321741113716079,29.1
5650,Knoxvlle/Western,35.972065,-83.986144,"4420 Western Avenue, Knoxville, TN, 37912",4420 Western Avenue,Knoxville,TN,37912,Knox,McDonalds,Food Chains,486677.0,0.0008321741113716079,29.1
24925,Exit 407 Kodak,35.986206,-83.606235,"139 E Dumplin Valley Rd, Kodak, TN, 37764",139 E Dumplin Valley Rd,Kodak,TN,37764,Sevier,McDonalds,Food Chains,99517.0,0.0014871830943456897,44.0
29403,"Arlington, Tn",35.293786,-89.676154,"11590 Highway 70, Arlington, TN, 38002",11590 Highway 70,Arlington,TN,38002,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967,34.9
27642,"La Vergne, Tn",36.020728,-86.576885,"5147 Murfreesboro Rd, La Vergne, TN, 37086",5147 Murfreesboro Rd,La Vergne,TN,37086,Rutherford,McDonalds,Food Chains,352182.0,0.0008319562044624654,33.3
5154,Germantown-Road,35.093484,-89.80834,"2030 Germantown Rd, Germantown, TN, 38138",2030 Germantown Rd,Germantown,TN,38138,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967,34.9
15361,Jackson,35.689364,-88.856692,"16 Stone Brook, Jackson, TN, 38302",16 Stone Brook,Jackson,TN,38302,Madison,McDonalds,Food Chains,98775.0,0.0012655024044545685,40.2
34324,"MIll Creek, Tn",35.997575,-86.689994,"6720 Nolensville Pike, Brentwood, TN, 37027",6720 Nolensville Pike,Brentwood,TN,37027,Williamson,McDonalds,Food Chains,255735.0,0.0009345611668328544,22.5
5856,Fork Of The Rive,35.865734,-83.568036,"225 Fork Of The River Pky, Sevierville, TN, 37862",225 Fork Of The River Pky,Sevierville,TN,37862,Sevier,McDonalds,Food Chains,99517.0,0.0014871830943456897,44.0
6897,Nashvle-Harding,36.086377,-86.694864,"331 Harding Pl, Nashville, TN, 37211",331 Harding Pl,Nashville,TN,37211,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313,29.2
37243,Bass Pro-Bristol,36.590645,-82.261688,"325 Pinnacle Parkway, Bristol, TN, 37620",325 Pinnacle Parkway,Bristol,TN,37620,Sullivan,McDonalds,Food Chains,159265.0,0.0009606630458669514,33.3
6363,Smyrna-Lowry,35.992976,-86.527231,"345 N Lowry St, Smyrna, TN, 37167",345 N Lowry St,Smyrna,TN,37167,Rutherford,McDonalds,Food Chains,352182.0,0.0008319562044624654,33.3
36073,"Clarksville, Tn",36.624876,-87.317204,"3891 Trenton Rd, Clarksville, TN, 37040",3891 Trenton Rd,Clarksville,TN,37040,Montgomery,McDonalds,Food Chains,227900.0,0.0007591048705572619,36.2
35854,Highland Relo,35.114704,-89.945605,"614 S Highland St, Memphis, TN, 38111",614 S Highland St,Memphis,TN,38111,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967,34.9
13503,Millertown Pike,36.031396,-83.870122,"5260 Millertown Pike, Knoxville, TN, 37918",5260 Millertown Pike,Knoxville,TN,37918,Knox,McDonalds,Food Chains,486677.0,0.0008321741113716079,29.1
2268,Murf-Broad,35.841513,-86.391134,"106 Se Broad St, Murfreesboro, TN, 37130",106 Se Broad St,Murfreesboro,TN,37130,Rutherford,McDonalds,Food Chains,352182.0,0.0008319562044624654,33.3
6590,Memph-6050 Winch,35.050288,-89.861167,"6050 Winchester, Memphis, TN, 38115",6050 Winchester,Memphis,TN,38115,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967,34.9
37875,"Cleveland, Tn-Ge",35.213368,-84.883204,"4095 Georgetown Road Nw, Cleveland, TN, 37312",4095 Georgetown Road Nw,Cleveland,TN,37312,Bradley,McDonalds,Food Chains,110162.0,0.0009168315753163523,37.2
19815,Northshore,35.861059,-84.068175,"9526 S Northshore Dr Sw, Knoxville, TN, 37921",9526 S Northshore Dr Sw,Knoxville,TN,37921,Knox,McDonalds,Food Chains,486677.0,0.0008321741113716079,29.1
11483,Johnson Cty/Roan,36.340534,-82.375619,"2101 N Roan St, Johnson City, TN, 37601",2101 N Roan St,Johnson City,TN,37601,Washington,McDonalds,Food Chains,134236.0,0.0009386453708394171,33.9
7071,Memphis-Jackson,35.165064,-89.953162,"3224 Jackson Ave, Memphis, TN, 38122",3224 Jackson Ave,Memphis,TN,38122,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967,34.9
6092,Memphis-Poplar,35.133305,-89.961969,"2994 Poplar Avenue, Memphis, TN, 38111",2994 Poplar Avenue,Memphis,TN,38111,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967,34.9
31693,"Cordova, Tn Hous",35.158248,-89.726924,"1206 Houston Levee Road, Cordova, TN, 38018",1206 Houston Levee Road,Cordova,TN,38018,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967,34.9
6125,Nashvl-Dickerson,36.235466,-86.758737,"3300 Dickerson Rd, Nashville, TN, 37207",3300 Dickerson Rd,Nashville,TN,37207,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313,29.2
1243,Knoxvle-Kingstn,35.931447,-84.023464,"7030 Kingston Pike, Knoxville, TN, 37919",7030 Kingston Pike,Knoxville,TN,37919,Knox,McDonalds,Food Chains,486677.0,0.0008321741113716079,29.1
24675,Murfreesboro-Hwy,35.844763,-86.444125,"2595 Old Fort Pkwy, Murfreesboro, TN, 37130",2595 Old Fort Pkwy,Murfreesboro,TN,37130,Rutherford,McDonalds,Food Chains,352182.0,0.0008319562044624654,33.3
4409,Johnson Cty-Main,36.3196,-82.345583,"417 E Main St, Johnson City, TN, 37601",417 E Main St,Johnson City,TN,37601,Washington,McDonalds,Food Chains,134236.0,0.0009386453708394171,33.9
1422,Nashvil-Nolnvil,36.081972,-86.727361,"4041 Nolensville Rd, Nashville, TN, 37211",4041 Nolensville Rd,Nashville,TN,37211,Davidson,McDonalds,Food Chains,703953.0,0.000869376222560313,29.2
14581,Bartlett-G'tn/64,35.205219,-89.793856,"8062 Us Highway 64, Memphis, TN, 38133",8062 Us Highway 64,Memphis,TN,38133,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967,34.9
39008,Hwy 70 & Appling,35.229057,-89.809842,"7599 Highway 70, Memphis, TN, 38133",7599 Highway 70,Memphis,TN,38133,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967,34.9
6091,Bartlett- Stage,35.205257,-89.861745,"6048 Stage Rd, Memphis, TN, 38134",6048 Stage Rd,Memphis,TN,38134,Shelby,McDonalds,Food Chains,924454.0,0.0007680209074761967,34.9
2339,Cleveland-25 St,35.189909,-84.880148,"1350 25th St Nw, Cleveland, TN, 37312",1350 25th St Nw,Cleveland,TN,37312,Bradley,McDonalds,Food Chains,110162.0,0.0009168315753163523,37.2
13778,"La Vergne, Tn",36.00004,-86.595715,"505 Waldron Rd, La Vergne, TN, 37086",505 Waldron Rd,La Vergne,TN,37086,Rutherford,McDonalds,Food Chains,352182.0,0.0008319562044624654,33.3
13557,H'ville/Shackle,36.321536,-86.623049,"305 New Shackle Island Rd, Hendersonville, TN, 37075",305 New Shackle Island Rd,Hendersonville,TN,37075,Sumner,McDonalds,Food Chains,200557.0,0.0007080281416255728,27.2
15041,Browns MIll,36.358561,-82.394308,"3100 Brownsmill Rd, Johnson City, TN, 37604",3100 Brownsmill Rd,Johnson City,TN,37604,Washington,McDonalds,Food Chains,134236.0,0.0009386453708394171,33.9
18960,Spring Hill,35.744772,-86.939161,"5431 Main St, Spring Hill, TN, 37174",5431 Main St,Spring Hill,TN,37174,Williamson,McDonalds,Food Chains,255735.0,0.0009345611668328544,22.5
